#
# Sample name: 

# Sample id: 
# Sample type: 
# User name: 
# Sample description: 
#
# Start time: 30-08-2019, 12:57:20
# Real time (s): 7675.919
# Live time (s): 7400.010
#
# Total counts: 27590839
#
# Left marker: 850
# Right marker: 915
# Counts: 2781420
#
# Energy calibration coefficients (E = sum(Ai * n**i))
#    A0 = -8.895500e-01
#    A1 = 7.495041e-01
#    A2 = 1.085418e-06
#    A3 = 0.000000e+00
# Energy unit: keV
#
# Shape calibration coefficients (FWHM = B0 + B1*E^(1/2)  Low Tail= B2 + B3*E)
#    B0 = 6.671887e+00
#    B1 = 2.091639e-01
#    B2 = 0.000000e+00
#    B3 = 0.000000e+00
# Energy unit: keV
#
# Channel data
#     n     energy(keV)     counts     rate(1/s)
#--------------------------------------------------
   1	-1.400e-01	0	0.000e+00
   2	6.095e-01	0	0.000e+00
   3	1.359e+00	0	0.000e+00
   4	2.108e+00	0	0.000e+00
   5	2.858e+00	0	0.000e+00
   6	3.608e+00	0	0.000e+00
   7	4.357e+00	0	0.000e+00
   8	5.107e+00	0	0.000e+00
   9	5.856e+00	0	0.000e+00
  10	6.606e+00	0	0.000e+00
  11	7.355e+00	0	0.000e+00
  12	8.105e+00	0	0.000e+00
  13	8.854e+00	0	0.000e+00
  14	9.604e+00	0	0.000e+00
  15	1.035e+01	0	0.000e+00
  16	1.110e+01	0	0.000e+00
  17	1.185e+01	0	0.000e+00
  18	1.260e+01	0	0.000e+00
  19	1.335e+01	0	0.000e+00
  20	1.410e+01	0	0.000e+00
  21	1.485e+01	0	0.000e+00
  22	1.560e+01	0	0.000e+00
  23	1.635e+01	0	0.000e+00
  24	1.710e+01	0	0.000e+00
  25	1.785e+01	0	0.000e+00
  26	1.860e+01	0	0.000e+00
  27	1.935e+01	0	0.000e+00
  28	2.010e+01	0	0.000e+00
  29	2.085e+01	0	0.000e+00
  30	2.160e+01	0	0.000e+00
  31	2.235e+01	0	0.000e+00
  32	2.310e+01	0	0.000e+00
  33	2.385e+01	0	0.000e+00
  34	2.459e+01	0	0.000e+00
  35	2.534e+01	0	0.000e+00
  36	2.609e+01	0	0.000e+00
  37	2.684e+01	2	2.703e-04
  38	2.759e+01	2	2.703e-04
  39	2.834e+01	5	6.757e-04
  40	2.909e+01	5	6.757e-04
  41	2.984e+01	10	1.351e-03
  42	3.059e+01	15	2.027e-03
  43	3.134e+01	14	1.892e-03
  44	3.209e+01	29	3.919e-03
  45	3.284e+01	2080	2.811e-01
  46	3.359e+01	83662	1.131e+01
  47	3.434e+01	165301	2.234e+01
  48	3.509e+01	163257	2.206e+01
  49	3.584e+01	146211	1.976e+01
  50	3.659e+01	130592	1.765e+01
  51	3.734e+01	116953	1.580e+01
  52	3.809e+01	106284	1.436e+01
  53	3.884e+01	96746	1.307e+01
  54	3.959e+01	91161	1.232e+01
  55	4.034e+01	82486	1.115e+01
  56	4.109e+01	76421	1.033e+01
  57	4.184e+01	70443	9.519e+00
  58	4.259e+01	64435	8.707e+00
  59	4.333e+01	60133	8.126e+00
  60	4.408e+01	56932	7.694e+00
  61	4.483e+01	53944	7.290e+00
  62	4.558e+01	51638	6.978e+00
  63	4.633e+01	50616	6.840e+00
  64	4.708e+01	49002	6.622e+00
  65	4.783e+01	48124	6.503e+00
  66	4.858e+01	48016	6.489e+00
  67	4.933e+01	48084	6.498e+00
  68	5.008e+01	47204	6.379e+00
  69	5.083e+01	47652	6.439e+00
  70	5.158e+01	47847	6.466e+00
  71	5.233e+01	46578	6.294e+00
  72	5.308e+01	47046	6.358e+00
  73	5.383e+01	47713	6.448e+00
  74	5.458e+01	47545	6.425e+00
  75	5.533e+01	47203	6.379e+00
  76	5.608e+01	47954	6.480e+00
  77	5.683e+01	47424	6.409e+00
  78	5.758e+01	48253	6.521e+00
  79	5.833e+01	48373	6.537e+00
  80	5.908e+01	48807	6.596e+00
  81	5.983e+01	48436	6.545e+00
  82	6.058e+01	49263	6.657e+00
  83	6.133e+01	49700	6.716e+00
  84	6.208e+01	49513	6.691e+00
  85	6.283e+01	50709	6.853e+00
  86	6.358e+01	50916	6.881e+00
  87	6.433e+01	51934	7.018e+00
  88	6.508e+01	52568	7.104e+00
  89	6.582e+01	53714	7.259e+00
  90	6.657e+01	55053	7.440e+00
  91	6.732e+01	56060	7.576e+00
  92	6.807e+01	56658	7.656e+00
  93	6.882e+01	57967	7.833e+00
  94	6.957e+01	59633	8.059e+00
  95	7.032e+01	60417	8.164e+00
  96	7.107e+01	61116	8.259e+00
  97	7.182e+01	62004	8.379e+00
  98	7.257e+01	62703	8.473e+00
  99	7.332e+01	63555	8.589e+00
 100	7.407e+01	63087	8.525e+00
 101	7.482e+01	62740	8.478e+00
 102	7.557e+01	62864	8.495e+00
 103	7.632e+01	62369	8.428e+00
 104	7.707e+01	61325	8.287e+00
 105	7.782e+01	60984	8.241e+00
 106	7.857e+01	60277	8.146e+00
 107	7.932e+01	60085	8.120e+00
 108	8.007e+01	59607	8.055e+00
 109	8.082e+01	59272	8.010e+00
 110	8.157e+01	59148	7.993e+00
 111	8.232e+01	59128	7.990e+00
 112	8.307e+01	58322	7.881e+00
 113	8.382e+01	58245	7.871e+00
 114	8.457e+01	58245	7.871e+00
 115	8.532e+01	58747	7.939e+00
 116	8.607e+01	57528	7.774e+00
 117	8.682e+01	57307	7.744e+00
 118	8.757e+01	57666	7.793e+00
 119	8.832e+01	56456	7.629e+00
 120	8.907e+01	55881	7.551e+00
 121	8.982e+01	55925	7.557e+00
 122	9.057e+01	54812	7.407e+00
 123	9.132e+01	54242	7.330e+00
 124	9.207e+01	54305	7.339e+00
 125	9.282e+01	53493	7.229e+00
 126	9.357e+01	53505	7.230e+00
 127	9.431e+01	53410	7.218e+00
